,id3,f1_by_id3_min,f1_by_id3_max,f1_by_id3_mean,f1_by_id3_median,f1_by_id3_count,f1_by_id3_sum,f1_by_id3_kvad_sum,f1_by_id3_interkvartil_razmah,f1_by_id3_range_dannih,f1_by_id3_quant90,f2_by_id3_min,f2_by_id3_max,f2_by_id3_mean,f2_by_id3_median,f2_by_id3_count,f2_by_id3_sum,f2_by_id3_kvad_sum,f2_by_id3_interkvartil_razmah,f2_by_id3_range_dannih,f2_by_id3_quant90,f3_by_id3_min,f3_by_id3_max,f3_by_id3_mean,f3_by_id3_median,f3_by_id3_count,f3_by_id3_sum,f3_by_id3_kvad_sum,f3_by_id3_interkvartil_razmah,f3_by_id3_range_dannih,f3_by_id3_quant90,f4_by_id3_min,f4_by_id3_max,f4_by_id3_mean,f4_by_id3_median,f4_by_id3_count,f4_by_id3_sum,f4_by_id3_kvad_sum,f4_by_id3_interkvartil_razmah,f4_by_id3_range_dannih,f4_by_id3_quant90,f5_by_id3_min,f5_by_id3_max,f5_by_id3_mean,f5_by_id3_median,f5_by_id3_count,f5_by_id3_sum,f5_by_id3_kvad_sum,f5_by_id3_interkvartil_razmah,f5_by_id3_range_dannih,f5_by_id3_quant90,f6_by_id3_min,f6_by_id3_max,f6_by_id3_mean,f6_by_id3_median,f6_by_id3_count,f6_by_id3_sum,f6_by_id3_kvad_sum,f6_by_id3_interkvartil_razmah,f6_by_id3_range_dannih,f6_by_id3_quant90,f7_by_id3_min,f7_by_id3_max,f7_by_id3_mean,f7_by_id3_median,f7_by_id3_count,f7_by_id3_sum,f7_by_id3_kvad_sum,f7_by_id3_interkvartil_razmah,f7_by_id3_range_dannih,f7_by_id3_quant90,f8_by_id3_min,f8_by_id3_max,f8_by_id3_mean,f8_by_id3_median,f8_by_id3_count,f8_by_id3_sum,f8_by_id3_kvad_sum,f8_by_id3_interkvartil_razmah,f8_by_id3_range_dannih,f8_by_id3_quant90
10,160808441379087848,6,6,6.0,6.0,1,6,36,0.0,0,6.0,6,6,6.0,6.0,1,6,36,0.0,0,6.0,5.0,5.0,5.0,5.0,1,5.0,25.0,0.0,0.0,5.0,1325,1325,1325.0,1325.0,1,1325,1755625,0.0,0,1325.0,502,502,502.0,502.0,1,502,252004,0.0,0,502.0,4.824150943396226,4.824150943396226,4.824150943396226,4.824150943396226,1,4.824150943396226,23.272432324670703,0.0,0.0,4.824150943396226,216,216,216.0,216.0,1,216,46656,0.0,0,216.0,274,274,274.0,274.0,1,274,75076,0.0,0,274.0
11,173105090582371413,1,10,5.5,5.5,2,11,101,4.5,9,9.1,1,10,5.5,5.5,2,11,101,4.5,9,9.1,4.7,5.0,4.85,4.85,2,9.7,47.09,0.14999999999999947,0.2999999999999998,4.97,363,1041,702.0,702.0,2,1404,1215450,339.0,678,973.2,183,505,344.0,344.0,2,688,288514,161.0,322,472.8,4.950048030739674,4.958677685950414,4.954362858345044,4.954362858345044,2,9.908725716690087,49.09145989977227,0.004314827605369942,0.008629655210739884,4.957814720429339,5,15,10.0,10.0,2,20,250,5.0,10,14.0,6,15,10.5,10.5,2,21,261,4.5,9,14.1
12,175516082410140087,13,49,31.0,31.0,2,62,2570,18.0,36,45.4,12,49,30.5,30.5,2,61,2545,18.5,37,45.3,4.918367346938775,4.923076923076923,4.92072213500785,4.92072213500785,2,9.8414442700157,48.42702374996611,0.0023547880690744094,0.004709576138147931,4.9226059654631085,97,715,406.0,406.0,2,812,520634,309.0,618,653.2,45,406,225.5,225.5,2,451,166861,180.5,361,369.9,4.422377622377622,4.43298969072165,4.427683656549636,4.427683656549636,2,8.855367313099272,39.208821432950785,0.005306034172013696,0.010612068344027392,4.431928483887247,24,62,43.0,43.0,2,86,4420,19.0,38,58.2,27,197,112.0,112.0,2,224,39538,85.0,170,180.0
13,214084466694562246,18,18,18.0,18.0,1,18,324,0.0,0,18.0,18,18,18.0,18.0,1,18,324,0.0,0,18.0,5.0,5.0,5.0,5.0,1,5.0,25.0,0.0,0.0,5.0,75,75,75.0,75.0,1,75,5625,0.0,0,75.0,6,6,6.0,6.0,1,6,36,0.0,0,6.0,4.653333333333333,4.653333333333333,4.653333333333333,4.653333333333333,1,4.653333333333333,21.65351111111111,0.0,0.0,4.653333333333333,48,48,48.0,48.0,1,48,2304,0.0,0,48.0,78,78,78.0,78.0,1,78,6084,0.0,0,78.0
14,217095474418365190,47,66,56.5,56.5,2,113,6565,9.5,19,64.1,38,61,49.5,49.5,2,99,5165,11.5,23,58.7,4.574468085106383,4.984848484848484,4.779658284977433,4.779658284977433,2,9.559316569954866,45.77447267855309,0.20519019987105036,0.4103803997421016,4.943810444874274,74,99,86.5,86.5,2,173,15277,12.5,25,96.5,15,32,23.5,23.5,2,47,1249,8.5,17,30.3,3.141414141414141,4.4324324324324325,3.7869232869232867,3.7869232869232867,2,7.5738465738465734,29.514940075955636,0.6455091455091453,1.2910182910182915,4.303330603330603,68,1058,563.0,563.0,2,1126,1123988,495.0,990,959.0,117,7469,3793.0,3793.0,2,7586,55799650,3676.0,7352,6733.8
15,229882124725350049,1,86,14.777777777777779,5.0,9,133,7983,7.0,85,34.000000000000014,1,68,12.555555555555555,5.0,9,113,5131,7.0,67,28.800000000000008,2.0,5.0,4.295976375046142,4.809523809523809,9,38.66378737541528,177.9031459795023,0.2790697674418601,3.0,5.0,77,2326,879.5555555555555,436.0,9,7916,13464806,1181.0,2249,2275.6,5,644,152.88888888888889,59.0,9,1376,531698,165.0,639,311.20000000000005,4.355555555555555,4.972972972972973,4.576957365548186,4.524158125915081,9,41.19261628993367,188.91875648069998,0.2835127925502805,0.6174174174174176,4.879130677068821,1,124,39.111111111111114,29.0,9,352,26940,32.0,123,92.0,2,194,66.22222222222223,50.0,9,596,80778,46.0,192,182.8
16,242569820393021261,298,298,298.0,298.0,1,298,88804,0.0,0,298.0,259,259,259.0,259.0,1,259,67081,0.0,0,259.0,4.882550335570469,4.882550335570469,4.882550335570469,4.882550335570469,1,4.882550335570469,23.839297779379304,0.0,0.0,4.882550335570469,61,61,61.0,61.0,1,61,3721,0.0,0,61.0,11,11,11.0,11.0,1,11,121,0.0,0,11.0,4.327868852459017,4.327868852459017,4.327868852459017,4.327868852459017,1,4.327868852459017,18.730448804084926,0.0,0.0,4.327868852459017,316,316,316.0,316.0,1,316,99856,0.0,0,316.0,421,421,421.0,421.0,1,421,177241,0.0,0,421.0
17,281762683201881696,33,33,33.0,33.0,1,33,1089,0.0,0,33.0,32,32,32.0,32.0,1,32,1024,0.0,0,32.0,4.515151515151516,4.515151515151516,4.515151515151516,4.515151515151516,1,4.515151515151516,20.38659320477503,0.0,0.0,4.515151515151516,52,52,52.0,52.0,1,52,2704,0.0,0,52.0,21,21,21.0,21.0,1,21,441,0.0,0,21.0,4.615384615384615,4.615384615384615,4.615384615384615,4.615384615384615,1,4.615384615384615,21.30177514792899,0.0,0.0,4.615384615384615,105,105,105.0,105.0,1,105,11025,0.0,0,105.0,192,192,192.0,192.0,1,192,36864,0.0,0,192.0
18,315719441211056387,4,4,4.0,4.0,1,4,16,0.0,0,4.0,4,4,4.0,4.0,1,4,16,0.0,0,4.0,2.25,2.25,2.25,2.25,1,2.25,5.0625,0.0,0.0,2.25,10,10,10.0,10.0,1,10,100,0.0,0,10.0,1,1,1.0,1.0,1,1,1,0.0,0,1.0,4.7,4.7,4.7,4.7,1,4.7,22.090000000000003,0.0,0.0,4.7,3,3,3.0,3.0,1,3,9,0.0,0,3.0,6,6,6.0,6.0,1,6,36,0.0,0,6.0
19,403176774201373140,1,60,20.75,11.0,4,83,3851,17.75,59,45.900000000000006,1,52,18.75,11.0,4,75,2955,15.75,51,40.30000000000001,4.75,5.0,4.8798076923076925,4.884615384615385,4,19.51923076923077,95.30806213017752,0.23557692307692335,0.25,5.0,20,165,60.25,28.0,4,241,29201,39.25,145,124.50000000000003,10,142,45.75,15.5,4,183,20745,33.75,132,104.20000000000002,4.3,4.963636363636364,4.705652680652681,4.779487179487179,4,18.822610722610722,88.8298818741476,0.2966783216783213,0.663636363636364,4.934545454545455,11,243,87.0,47.0,4,348,63750,71.5,232,186.90000000000003,14,482,178.25,108.5,4,713,258309,167.25,468,380.00000000000006
20,411123418550866360,1,1,1.0,1.0,1,1,1,0.0,0,1.0,1,1,1.0,1.0,1,1,1,0.0,0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,1.0,20,20,20.0,20.0,1,20,400,0.0,0,20.0,4,4,4.0,4.0,1,4,16,0.0,0,4.0,4.75,4.75,4.75,4.75,1,4.75,22.5625,0.0,0.0,4.75,1,1,1.0,1.0,1,1,1,0.0,0,1.0,1,1,1.0,1.0,1,1,1,0.0,0,1.0
21,475833893695221293,46,46,46.0,46.0,1,46,2116,0.0,0,46.0,45,45,45.0,45.0,1,45,2025,0.0,0,45.0,4.565217391304348,4.565217391304348,4.565217391304348,4.565217391304348,1,4.565217391304348,20.841209829867672,0.0,0.0,4.565217391304348,164,164,164.0,164.0,1,164,26896,0.0,0,164.0,81,81,81.0,81.0,1,81,6561,0.0,0,81.0,4.847560975609756,4.847560975609756,4.847560975609756,4.847560975609756,1,4.847560975609756,23.498847412254612,0.0,0.0,4.847560975609756,53,53,53.0,53.0,1,53,2809,0.0,0,53.0,68,68,68.0,68.0,1,68,4624,0.0,0,68.0
22,481715725792899886,34,34,34.0,34.0,1,34,1156,0.0,0,34.0,33,33,33.0,33.0,1,33,1089,0.0,0,33.0,4.882352941176471,4.882352941176471,4.882352941176471,4.882352941176471,1,4.882352941176471,23.837370242214536,0.0,0.0,4.882352941176471,318,318,318.0,318.0,1,318,101124,0.0,0,318.0,31,31,31.0,31.0,1,31,961,0.0,0,31.0,4.566037735849057,4.566037735849057,4.566037735849057,4.566037735849057,1,4.566037735849057,20.848700605197582,0.0,0.0,4.566037735849057,67,67,67.0,67.0,1,67,4489,0.0,0,67.0,138,138,138.0,138.0,1,138,19044,0.0,0,138.0
23,492320750595418138,10,11,10.5,10.5,2,21,221,0.5,1,10.9,10,11,10.5,10.5,2,21,221,0.5,1,10.9,5.0,5.0,5.0,5.0,2,10.0,50.0,0.0,0.0,5.0,132,396,264.0,264.0,2,528,174240,132.0,264,369.6,8,275,141.5,141.5,2,283,75689,133.5,267,248.3,4.558080808080808,4.696969696969697,4.627525252525253,4.627525252525253,2,9.255050505050505,42.8376249872462,0.06944444444444464,0.13888888888888928,4.683080808080808,20,24,22.0,22.0,2,44,976,2.0,4,23.6,26,26,26.0,26.0,2,52,1352,0.0,0,26.0
24,509209042831768039,38,38,38.0,38.0,1,38,1444,0.0,0,38.0,35,35,35.0,35.0,1,35,1225,0.0,0,35.0,4.842105263157895,4.842105263157895,4.842105263157895,4.842105263157895,1,4.842105263157895,23.445983379501385,0.0,0.0,4.842105263157895,149,149,149.0,149.0,1,149,22201,0.0,0,149.0,6,6,6.0,6.0,1,6,36,0.0,0,6.0,4.926174496644295,4.926174496644295,4.926174496644295,4.926174496644295,1,4.926174496644295,24.267195171388675,0.0,0.0,4.926174496644295,33,33,33.0,33.0,1,33,1089,0.0,0,33.0,45,45,45.0,45.0,1,45,2025,0.0,0,45.0
25,518790586132298999,3,36,13.0,9.0,7,91,2023,12.5,33,26.400000000000006,3,35,12.428571428571429,8.0,7,87,1859,11.5,32,24.800000000000004,3.6666666666666665,4.928571428571429,4.277097505668935,4.0,7,29.93968253968254,129.52519904258,0.7555555555555555,1.2619047619047623,4.838095238095238,128,1056,297.2857142857143,173.0,7,2081,1304687,92.0,928,584.4000000000003,21,258,67.28571428571429,37.0,7,471,75213,22.5,237,139.80000000000007,4.358381502890174,4.834280303030303,4.660190068055495,4.676258992805756,7,32.621330476388465,152.1572162072408,0.0935641829080156,0.4758988001401292,4.788399621212121,27,115,50.142857142857146,35.0,7,351,23719,27.0,88,86.80000000000001,35,225,81.57142857142857,59.0,7,571,72261,27.0,190,143.40000000000003
26,521616280055448510,1,4,2.5,2.5,2,5,17,1.5,3,3.7,1,4,2.5,2.5,2,5,17,1.5,3,3.7,2.75,5.0,3.875,3.875,2,7.75,32.5625,1.125,2.25,4.775,211,216,213.5,213.5,2,427,91177,2.5,5,215.5,45,86,65.5,65.5,2,131,9421,20.5,41,81.9,4.819444444444445,4.85781990521327,4.838632174828858,4.838632174828858,2,9.677264349657715,46.825458984572684,0.019187730384412127,0.03837546076882514,4.8539823591363875,1,95,48.0,48.0,2,96,9026,47.0,94,85.6,1,149,75.0,75.0,2,150,22202,74.0,148,134.2
27,525626630716291735,9,9,9.0,9.0,1,9,81,0.0,0,9.0,9,9,9.0,9.0,1,9,81,0.0,0,9.0,4.111111111111111,4.111111111111111,4.111111111111111,4.111111111111111,1,4.111111111111111,16.90123456790123,0.0,0.0,4.111111111111111,86,86,86.0,86.0,1,86,7396,0.0,0,86.0,10,10,10.0,10.0,1,10,100,0.0,0,10.0,4.465116279069767,4.465116279069767,4.465116279069767,4.465116279069767,1,4.465116279069767,19.937263385613846,0.0,0.0,4.465116279069767,21,21,21.0,21.0,1,21,441,0.0,0,21.0,34,34,34.0,34.0,1,34,1156,0.0,0,34.0
28,545463266737960507,1,23,5.8,2.0,5,29,539,1.0,22,14.600000000000001,1,20,5.2,2.0,5,26,410,1.0,19,12.8,1.0,4.782608695652174,2.1565217391304348,1.0,5,10.782608695652174,34.873345935727784,2.0,3.782608695652174,4.069565217391305,6,96,30.2,10.0,5,151,10377,23.0,90,70.0,1,47,12.2,4.0,5,61,2267,1.0,46,30.200000000000003,3.0,4.354838709677419,3.6813844086021503,3.6666666666666665,5,18.406922043010752,68.75552730536045,0.3854166666666665,1.354838709677419,4.167069892473118,0,116,24.2,1.0,5,121,13473,4.0,116,71.20000000000002,3,140,30.8,3.0,5,154,19652,2.0,137,86.00000000000001
29,545952374902728161,4,16,10.0,10.0,2,20,272,6.0,12,14.8,4,16,10.0,10.0,2,20,272,6.0,12,14.8,2.5,3.9375,3.21875,3.21875,2,6.4375,21.75390625,0.71875,1.4375,3.79375,35,158,96.5,96.5,2,193,26189,61.5,123,145.7,3,45,24.0,24.0,2,48,2034,21.0,42,40.8,4.772151898734177,4.857142857142857,4.814647377938517,4.814647377938517,2,9.629294755877034,46.36527047928608,0.042495479204340825,0.08499095840867987,4.848643761301989,18,109,63.5,63.5,2,127,12205,45.5,91,99.9,19,164,91.5,91.5,2,183,27257,72.5,145,149.5
30,566298475674721650,1,128,31.8,1.0,5,159,17171,27.0,127,88.0,1,65,19.0,1.0,5,95,4957,26.0,64,49.800000000000004,1.0,5.0,3.390625,4.953125,5,16.953125,76.533447265625,4.0,4.0,5.0,89,1995,491.2,123.0,5,2456,4035088,45.0,1906,1255.8000000000002,8,311,82.8,21.0,5,414,101316,52.0,303,211.8,4.463414634146342,4.833333333333333,4.639258595535544,4.612531328320802,5,23.19629297767772,107.68564149569951,0.07353053580982927,0.36991869918699116,4.772108843537414,1,150,39.2,3.0,5,196,24192,40.0,149,106.4,3,167,44.0,4.0,5,220,29772,40.0,164,117.4
31,566656418876042420,1,1,1.0,1.0,2,2,2,0.0,0,1.0,1,1,1.0,1.0,2,2,2,0.0,0,1.0,1.0,5.0,3.0,3.0,2,6.0,26.0,2.0,4.0,4.6,7,8,7.5,7.5,2,15,113,0.5,1,7.9,0,1,0.5,0.5,2,1,1,0.5,1,0.9,2.0,4.125,3.0625,3.0625,2,6.125,21.015625,1.0625,2.125,3.9125,1,3,2.0,2.0,2,4,10,1.0,2,2.8,1,6,3.5,3.5,2,7,37,2.5,5,5.5
32,611045452893474822,2,2,2.0,2.0,1,2,4,0.0,0,2.0,2,2,2.0,2.0,1,2,4,0.0,0,2.0,5.0,5.0,5.0,5.0,1,5.0,25.0,0.0,0.0,5.0,883,883,883.0,883.0,1,883,779689,0.0,0,883.0,309,309,309.0,309.0,1,309,95481,0.0,0,309.0,4.620611551528879,4.620611551528879,4.620611551528879,4.620611551528879,1,4.620611551528879,21.350051110122113,0.0,0.0,4.620611551528879,5,5,5.0,5.0,1,5,25,0.0,0,5.0,13,13,13.0,13.0,1,13,169,0.0,0,13.0
33,615727574449770318,3,25,17.0,23.0,3,51,1163,11.0,22,24.6,3,24,16.333333333333332,22.0,3,49,1069,10.5,21,23.6,4.478260869565218,5.0,4.652753623188406,4.48,3,13.958260869565219,65.12522041587903,0.2608695652173907,0.5217391304347823,4.896,56,248,143.0,125.0,3,429,80265,96.0,192,223.4,43,200,108.66666666666667,83.0,3,326,48738,78.5,157,176.6,4.201612903225806,4.608,4.406775729646697,4.410714285714286,3,13.220327188940091,58.34161549875767,0.20319354838709636,0.4063870967741936,4.568542857142857,60,120,80.0,60.0,3,240,21600,30.0,60,108.0,87,147,113.33333333333333,106.0,3,340,40414,30.0,60,138.8
34,631314368687252024,18,18,18.0,18.0,1,18,324,0.0,0,18.0,17,17,17.0,17.0,1,17,289,0.0,0,17.0,4.555555555555555,4.555555555555555,4.555555555555555,4.555555555555555,1,4.555555555555555,20.753086419753085,0.0,0.0,4.555555555555555,8,8,8.0,8.0,1,8,64,0.0,0,8.0,3,3,3.0,3.0,1,3,9,0.0,0,3.0,4.375,4.375,4.375,4.375,1,4.375,19.140625,0.0,0.0,4.375,48,48,48.0,48.0,1,48,2304,0.0,0,48.0,91,91,91.0,91.0,1,91,8281,0.0,0,91.0
35,646137293903038163,6,6,6.0,6.0,1,6,36,0.0,0,6.0,6,6,6.0,6.0,1,6,36,0.0,0,6.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,1,4.333333333333333,18.777777777777775,0.0,0.0,4.333333333333333,278,278,278.0,278.0,1,278,77284,0.0,0,278.0,37,37,37.0,37.0,1,37,1369,0.0,0,37.0,4.553956834532374,4.553956834532374,4.553956834532374,4.553956834532374,1,4.553956834532374,20.738522850784122,0.0,0.0,4.553956834532374,11,11,11.0,11.0,1,11,121,0.0,0,11.0,18,18,18.0,18.0,1,18,324,0.0,0,18.0
36,664115050349022629,1,1,1.0,1.0,1,1,1,0.0,0,1.0,1,1,1.0,1.0,1,1,1,0.0,0,1.0,5.0,5.0,5.0,5.0,1,5.0,25.0,0.0,0.0,5.0,61,61,61.0,61.0,1,61,3721,0.0,0,61.0,9,9,9.0,9.0,1,9,81,0.0,0,9.0,4.590163934426229,4.590163934426229,4.590163934426229,4.590163934426229,1,4.590163934426229,21.06960494490728,0.0,0.0,4.590163934426229,1,1,1.0,1.0,1,1,1,0.0,0,1.0,2,2,2.0,2.0,1,2,4,0.0,0,2.0
37,753672109229605543,1,1,1.0,1.0,1,1,1,0.0,0,1.0,1,1,1.0,1.0,1,1,1,0.0,0,1.0,5.0,5.0,5.0,5.0,1,5.0,25.0,0.0,0.0,5.0,5,5,5.0,5.0,1,5,25,0.0,0,5.0,2,2,2.0,2.0,1,2,4,0.0,0,2.0,4.4,4.4,4.4,4.4,1,4.4,19.360000000000003,0.0,0.0,4.4,8,8,8.0,8.0,1,8,64,0.0,0,8.0,12,12,12.0,12.0,1,12,144,0.0,0,12.0
